Swap Counterparty and Reference Obligation,"Buy/Sell
  Protection","Notional
  Amount
  (000)","Pay/Receive
  Fixed Rate","Termination
  Date",CIK,Reporting Type,Report Year
Lehman Brothers,Buy,210,0.45,3/20/18,0000741375,N-CSRS,08
Lehman Brothers,Buy,75,0.46,3/20/18,0000741375,N-CSRS,08
Lehman Brothers,Sell,600,0.6,12/20/12,0000741375,N-CSRS,08
Lehman Brothers,Sell,330,0.6,12/20/12,0000741375,N-CSRS,08
Lehman Brothers,Buy,375,0.2,12/20/11,0000741375,N-CSRS,08
Merrill Lynch,Buy,100,1.5,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,140,1.57,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,135,1.6,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,200,0.92,3/20/18,0000741375,N-CSRS,08
UBS,Buy,460,0.3,3/20/13,0000741375,N-CSRS,08
UBS,Buy,130,1.78,3/20/13,0000741375,N-CSRS,08
UBS,Buy,130,1.73,3/20/18,0000741375,N-CSRS,08
UBS,Buy,310,1.06,3/20/13,0000741375,N-CSRS,08
UBS,Buy,100,1,3/20/13,0000741375,N-CSRS,08
UBS,Buy,155,1.01,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,175,0.59,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,185,0.22,3/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,95,0.6,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,185,0.8,12/20/17,0000741375,N-CSRS,08
Goldman Sachs,Sell,180,1.4,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,380,1.4,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,180,1.4,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,175,1.4,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,40,0.97,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,55,0.47,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,120,0.15,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,250,0.16,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,50,3.33,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,65,1.08,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,30,1.24,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,100,1.05,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,370,0.1,3/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,350,0.12,12/20/11,0000741375,N-CSRS,08
JPMorgan Chase,Sell,380,0.6,12/20/12,0000741375,N-CSRS,08
JPMorgan Chase,Buy,35,0.6,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,55,1.07,3/20/18,0000741375,N-CSRS,08
JPMorgan Chase,Buy,55,1.15,3/20/18,0000741375,N-CSRS,08
JPMorgan Chase,Buy,45,0.58,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,65,0.63,3/20/13,0000741375,N-CSRS,08
"Bank
  of America",Buy,275,0.7,3/20/13,0000741375,N-CSRS,08
"Bank
  of America",Buy,180,0.82,3/20/18,0000741375,N-CSRS,08
"Bank
  of America",Buy,300,1.03,3/20/18,0000741375,N-CSRS,08
"Bank
  of America",Buy,90,1.08,3/20/18,0000741375,N-CSRS,08
"Bank
  of America",Buy,270,1.12,3/20/18,0000741375,N-CSRS,08
"Bank
  of America",Buy,220,0.8,3/20/18,0000741375,N-CSRS,08
"Bank
  of America",Buy,380,1.18,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,195,0.82,3/20/18,0000741375,N-CSRS,08
Citigroup,Buy,340,0.62,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,275,0.72,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,1500,0.43,3/20/12,0000741375,N-CSRS,08
"Credit
  Suisse",Buy,450,1,3/20/15,0000741375,N-CSRS,08
"Credit
  Suisse",Buy,385,1.06,3/20/13,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,355,3.05,3/20/13,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,735,0.59,3/20/13,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,780,0.22,3/20/12,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,245,0.47,3/20/18,0000741375,N-CSRS,08
"Goldman
  Sachs",Sell,390,0.6,12/20/12,0000741375,N-CSRS,08
"Goldman
  Sachs",Sell,760,0.8,12/20/17,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,200,0.97,3/20/18,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,150,0.33,3/20/13,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,510,0.15,12/20/11,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,1050,0.16,12/20/11,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,205,3.33,3/20/13,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,265,1.08,3/20/18,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,130,1.24,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,50,1.57,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,70,0.7,3/20/13,0000741375,N-CSRS,08
Bank of America,Buy,45,0.82,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,65,1.03,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,25,1.08,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,65,1.12,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,55,0.8,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,220,1.19,3/20/12,0000741375,N-CSRS,08
Bank of America,Buy,75,1.25,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,45,0.82,3/20/18,0000741375,N-CSRS,08
Citigroup,Buy,85,0.62,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,50,0.72,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,225,0.43,3/20/12,0000741375,N-CSRS,08
Citigroup,Buy,430,0.43,3/20/12,0000741375,N-CSRS,08
Credit Suisse,Buy,110,1,3/20/15,0000741375,N-CSRS,08
Goldman Sachs,Buy,40,0.5,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,85,3.05,3/20/13,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,420,1.05,3/20/13,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,1550,0.1,3/20/12,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,1600,0.12,12/20/11,0000741375,N-CSRS,08
"JPMorgan
  Chase",Sell,1595,0.6,12/20/12,0000741375,N-CSRS,08
"JPMorgan
  Chase",Buy,120,0.6,3/20/13,0000741375,N-CSRS,08
"JPMorgan
  Chase",Buy,220,1.07,3/20/18,0000741375,N-CSRS,08
"JPMorgan
  Chase",Buy,220,1.15,3/20/18,0000741375,N-CSRS,08
"JPMorgan
  Chase",Buy,200,0.58,3/20/13,0000741375,N-CSRS,08
"JPMorgan
  Chase",Buy,255,0.63,3/20/13,0000741375,N-CSRS,08
"JPMorgan
  Chase",Buy,1300,0.65,3/20/11,0000741375,N-CSRS,08
"Lehman
  Brothers",Sell,1145,0.6,12/20/11,0000741375,N-CSRS,08
"Lehman
  Brothers",Buy,245,0.45,3/20/18,0000741375,N-CSRS,08
"Lehman
  Brothers",Buy,175,0.46,3/20/18,0000741375,N-CSRS,08
"Lehman
  Brothers",Buy,800,0.2,12/20/11,0000741375,N-CSRS,08
"Merrill
  Lynch",Buy,210,1.5,3/20/18,0000741375,N-CSRS,08
"Merrill
  Lynch",Buy,385,1.57,3/20/18,0000741375,N-CSRS,08
"Merrill
  Lynch",Buy,145,1.6,3/20/18,0000741375,N-CSRS,08
"Merrill
  Lynch",Buy,275,0.92,3/20/18,0000741375,N-CSRS,08
UBS,Buy,600,0.3,3/20/13,0000741375,N-CSRS,08
UBS,Buy,170,1.73,3/20/18,0000741375,N-CSRS,08
UBS,Buy,170,1.78,3/20/13,0000741375,N-CSRS,08
UBS,Buy,225,1,3/20/13,0000741375,N-CSRS,08
UBS,Buy,150,1.01,3/20/13,0000741375,N-CSRS,08
UBS,Buy,385,1.06,3/20/13,0000741375,N-CSRS,08
"Tyco International Ltd., Zero Coupon, 11/17/20",Buy,4170,0.43%,3/20/12,0000741375,N-CSRS,08
"Dow Jones CDX North America Investment Grade Index,
  Series 8",Sell,8000,0.35,6/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,175,0.59,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,185,0.22,3/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,95,0.6,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,185,0.8,12/20/17,0000741375,N-CSRS,08
Goldman Sachs,Sell,180,1.4,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,380,1.4,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,180,1.4,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,175,1.4,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,40,0.97,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,55,0.47,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,120,0.15,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,250,0.16,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,50,3.33,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,65,1.08,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,30,1.24,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,100,1.05,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,370,0.1,3/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,350,0.12,12/20/11,0000741375,N-CSRS,08
JPMorgan Chase,Sell,380,0.6,12/20/12,0000741375,N-CSRS,08
JPMorgan Chase,Buy,35,0.6,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,55,1.07,3/20/18,0000741375,N-CSRS,08
JPMorgan Chase,Buy,55,1.15,3/20/18,0000741375,N-CSRS,08
JPMorgan Chase,Buy,45,0.58,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,65,0.63,3/20/13,0000741375,N-CSRS,08
Bank of America,Buy,45,1.57,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,145,0.82,3/20/18,0000741375,N-CSRS,08
Citigroup,Buy,40,0.82,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,145,0.59,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,65,0.22,3/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,145,0.8,12/20/17,0000741375,N-CSRS,08
Goldman Sachs,Buy,180,0.97,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,125,0.39,3/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,80,1.05,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,125,0.11,3/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,125,0.11,3/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,230,0.44,3/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,65,0.26,3/20/12,0000741375,N-CSRS,08
JPMorgan Chase,Buy,40,0.58,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,50,0.63,3/20/13,0000741375,N-CSRS,08
Bank of America,Buy,860,1.57,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,605,0.7,3/20/13,0000741375,N-CSRS,08
Bank of America,Buy,415,0.82,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,580,1.03,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,420,1.34,3/20/13,0000741375,N-CSRS,08
Bank of America,Buy,690,0.8,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,280,1.08,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,400,1.12,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,365,2.25,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,40,1.5,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,20,1.6,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,40,1.57,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,60,0.92,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,135,1.25,3/20/13,0000741375,N-CSRS,08
UBS,Buy,35,1.73,3/20/18,0000741375,N-CSRS,08
UBS,Buy,35,1.78,3/20/13,0000741375,N-CSRS,08
UBS,Buy,50,1,3/20/13,0000741375,N-CSRS,08
UBS,Buy,25,1.01,3/20/13,0000741375,N-CSRS,08
UBS,Buy,100,1.06,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,2600,0.12,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,1500,0.8,3/20/11,0000741375,N-CSRS,08
JPMorgan Chase,Sell,2555,0.6,12/20/12,0000741375,N-CSRS,08
JPMorgan Chase,Buy,195,0.6,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,350,1.07,3/20/18,0000741375,N-CSRS,08
JPMorgan Chase,Buy,350,1.15,3/20/18,0000741375,N-CSRS,08
JPMorgan Chase,Buy,300,0.58,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,410,0.63,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,1500,0.65,3/20/11,0000741375,N-CSRS,08
Lehman Brothers,Sell,1230,0.6,12/20/12,0000741375,N-CSRS,08
Lehman Brothers,Sell,600,0.6,12/20/12,0000741375,N-CSRS,08
Lehman Brothers,Buy,390,0.45,3/20/18,0000741375,N-CSRS,08
Lehman Brothers,Buy,280,0.46,3/20/18,0000741375,N-CSRS,08
Lehman Brothers,Buy,1300,0.2,12/20/11,0000741375,N-CSRS,08
Merrill Lynch,Buy,330,1.5,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,275,1.57,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,225,1.6,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,440,0.92,3/20/18,0000741375,N-CSRS,08
UBS,Buy,965,0.3,3/20/13,0000741375,N-CSRS,08
UBS,Buy,270,1.73,3/20/18,0000741375,N-CSRS,08
UBS,Buy,270,1.78,3/20/13,0000741375,N-CSRS,08
UBS,Buy,310,1,3/20/13,0000741375,N-CSRS,08
UBS,Buy,270,1.01,3/20/13,0000741375,N-CSRS,08
UBS,Buy,615,1.06,3/20/13,0000741375,N-CSRS,08
Bank of America,Buy,735,2.9,11/15/12,0000741375,N-CSRS,08
Citigroup,Buy,1120,0.82,3/20/18,0000741375,N-CSRS,08
Citigroup,Buy,675,0.62,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,565,0.72,3/20/13,0000741375,N-CSRS,08
Credit Suisse,Buy,1150,0.18,7/25/45,0000741375,N-CSRS,08
Credit Suisse,Buy,920,1,3/20/15,0000741375,N-CSRS,08
Credit Suisse,Buy,1165,1.11,3/20/13,0000741375,N-CSRS,08
Credit Suisse,Buy,735,1.05,3/20/13,0000741375,N-CSRS,08
Credit Suisse,Buy,1415,1.4,3/20/13,0000741375,N-CSRS,08
Credit Suisse,Buy,1270,1.38,3/20/13,0000741375,N-CSRS,08
Credit Suisse,Buy,630,8.1,3/20/13,0000741375,N-CSRS,08
Deutsche Bank,Buy,755,5,6/20/13,0000741375,N-CSRS,08
Deutsche Bank,Buy,740,8.15,3/20/13,0000741375,N-CSRS,08
Deutsche Bank,Buy,1270,1.35,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,265,0.5,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,110,0.6,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,1425,3.05,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,70,1.6,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,1465,0.59,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Sell,1620,1.4,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,430,0.97,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,410,0.47,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,775,2.45,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,730,1.05,6/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,625,3.33,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,510,1.08,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,250,1.24,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,860,1.57,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,605,0.7,3/20/13,0000741375,N-CSRS,08
Bank of America,Buy,415,0.82,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,580,1.03,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,420,1.34,3/20/13,0000741375,N-CSRS,08
Bank of America,Buy,690,0.8,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,280,1.08,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,400,1.12,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,365,2.25,3/20/18,0000741375,N-CSRS,08
"Goldman Sachs 
  General Motors Acceptance Corp., 6.88%, 8/28/12",Sell,65,3.08,6/20/11,0000741375,N-CSRS,08
"Eli Lilly Co., 6.57%, 1/1/16",Buy,15,0.33,3/20/13,0000741375,N-CSRS,08
"Eli Lilly Co., 6.57%, 1/1/16",Buy,50,0.3,3/20/13,0000741375,N-CSRS,08
Bank of America,Buy,735,2.9,11/15/12,0000741375,N-CSRS,08
Citigroup,Buy,1120,0.82,3/20/18,0000741375,N-CSRS,08
Citigroup,Buy,675,0.62,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,565,0.72,3/20/13,0000741375,N-CSRS,08
Credit Suisse,Buy,1150,0.18,7/25/45,0000741375,N-CSRS,08
Credit Suisse,Buy,920,1,3/20/15,0000741375,N-CSRS,08
Credit Suisse,Buy,1165,1.11,3/20/13,0000741375,N-CSRS,08
Credit Suisse,Buy,735,1.05,3/20/13,0000741375,N-CSRS,08
Credit Suisse,Buy,1415,1.4,3/20/13,0000741375,N-CSRS,08
Credit Suisse,Buy,1270,1.38,3/20/13,0000741375,N-CSRS,08
Credit Suisse,Buy,630,8.1,3/20/13,0000741375,N-CSRS,08
Deutsche Bank,Buy,755,5,6/20/13,0000741375,N-CSRS,08
Deutsche Bank,Buy,740,8.15,3/20/13,0000741375,N-CSRS,08
Deutsche Bank,Buy,1270,1.35,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,265,0.5,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,110,0.6,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,1425,3.05,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,70,1.6,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,1465,0.59,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Sell,1620,1.4,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,430,0.97,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,410,0.47,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,775,2.45,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,730,1.05,6/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,625,3.33,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,510,1.08,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,250,1.24,3/20/18,0000741375,N-CSRS,08
Citigroup,Buy,260,0.62,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,210,0.72,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,200,0.43,3/20/12,0000741375,N-CSRS,08
Credit Suisse,Buy,360,1,3/20/15,0000741375,N-CSRS,08
Goldman Sachs,Buy,275,3.05,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,570,0.59,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,350,0.22,3/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,270,0.6,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,505,0.8,12/20/17,0000741375,N-CSRS,08
Goldman Sachs,Buy,160,0.97,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,115,0.33,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,150,0.47,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,250,0.15,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,500,0.16,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,160,3.33,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,205,1.08,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,100,1.24,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,320,1.05,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,730,0.1,3/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,750,0.12,12/20/11,0000741375,N-CSRS,08
JPMorgan Chase,Buy,95,0.6,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Sell,1265,0.6,12/20/12,0000741375,N-CSRS,08
JPMorgan Chase,Buy,185,1.07,3/20/18,0000741375,N-CSRS,08
JPMorgan Chase,Buy,185,1.15,3/20/18,0000741375,N-CSRS,08
JPMorgan Chase,Buy,150,0.58,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,195,0.63,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,1100,0.65,03/20/11,0000741375,N-CSRS,08
Bank of America,Buy,165,1.57,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,240,0.7,3/20/13,0000741375,N-CSRS,08
Bank of America,Buy,170,0.82,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,225,1.03,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,90,1.08,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,130,1.12,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,180,0.8,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,190,1.18,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,165,0.82,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,2215,0.7,3/20/13,0000741375,N-CSRS,08
Bank of America,Buy,1425,0.82,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,2200,1.03,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,700,1.08,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,2200,1.12,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,1785,0.8,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,7950,1.19,03/20/12,0000741375,N-CSRS,08
Bank of America,Buy,2475,1.25,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,1560,0.82,3/20/18,0000741375,N-CSRS,08
Citigroup,Buy,260,0.62,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,210,0.72,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,200,0.43,3/20/12,0000741375,N-CSRS,08
Credit Suisse,Buy,360,1,3/20/15,0000741375,N-CSRS,08
Goldman Sachs,Buy,275,3.05,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,570,0.59,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,350,0.22,3/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,270,0.6,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,505,0.8,12/20/17,0000741375,N-CSRS,08
Goldman Sachs,Buy,160,0.97,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,115,0.33,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,150,0.47,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,250,0.15,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,500,0.16,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,160,3.33,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,205,1.08,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,100,1.24,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,320,1.05,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,730,0.1,3/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,750,0.12,12/20/11,0000741375,N-CSRS,08
JPMorgan Chase,Buy,95,0.6,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Sell,1265,0.6,12/20/12,0000741375,N-CSRS,08
JPMorgan Chase,Buy,185,1.07,3/20/18,0000741375,N-CSRS,08
JPMorgan Chase,Buy,185,1.15,3/20/18,0000741375,N-CSRS,08
JPMorgan Chase,Buy,150,0.58,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,195,0.63,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,1100,0.65,03/20/11,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,420,1.05,3/20/13,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,1550,0.1,3/20/12,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,1600,0.12,12/20/11,0000741375,N-CSRS,08
"JPMorgan
  Chase",Sell,1595,0.6,12/20/12,0000741375,N-CSRS,08
"JPMorgan
  Chase",Buy,120,0.6,3/20/13,0000741375,N-CSRS,08
"JPMorgan
  Chase",Buy,220,1.07,3/20/18,0000741375,N-CSRS,08
"JPMorgan
  Chase",Buy,220,1.15,3/20/18,0000741375,N-CSRS,08
"JPMorgan
  Chase",Buy,200,0.58,3/20/13,0000741375,N-CSRS,08
"JPMorgan
  Chase",Buy,255,0.63,3/20/13,0000741375,N-CSRS,08
"JPMorgan
  Chase",Buy,1300,0.65,3/20/11,0000741375,N-CSRS,08
"Lehman
  Brothers",Sell,1145,0.6,12/20/11,0000741375,N-CSRS,08
"Lehman
  Brothers",Buy,245,0.45,3/20/18,0000741375,N-CSRS,08
"Lehman
  Brothers",Buy,175,0.46,3/20/18,0000741375,N-CSRS,08
