Swap Counterparty and Reference Obligation,"Buy/Sell
  Protection","Notional
  Amount
  (000)","Pay/Receive
  Fixed Rate","Termination
  Date",CIK,Reporting Type,Report Year
UBS,Buy,600000,0.3,3/20/13,0000741375,N-CSRS,08
UBS,Buy,170000,1.73,3/20/18,0000741375,N-CSRS,08
UBS,Buy,170000,1.78,3/20/13,0000741375,N-CSRS,08
UBS,Buy,225000,1,3/20/13,0000741375,N-CSRS,08
UBS,Buy,150000,1.01,3/20/13,0000741375,N-CSRS,08
UBS,Buy,385000,1.06,3/20/13,0000741375,N-CSRS,08
Bank of America,Buy,45000,1.57,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,145000,0.82,3/20/18,0000741375,N-CSRS,08
Citigroup,Buy,40000,0.82,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,145000,0.59,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,65000,0.22,3/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,145000,0.8,12/20/17,0000741375,N-CSRS,08
Goldman Sachs,Buy,180000,0.97,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,125000,0.39,3/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,80000,1.05,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,125000,0.11,3/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,125000,0.11,3/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,230000,0.44,3/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,65000,0.26,3/20/12,0000741375,N-CSRS,08
JPMorgan Chase,Buy,40000,0.58,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,50000,0.63,3/20/13,0000741375,N-CSRS,08
Lehman Brothers,Buy,210000,0.45,3/20/18,0000741375,N-CSRS,08
Lehman Brothers,Buy,75000,0.46,3/20/18,0000741375,N-CSRS,08
Lehman Brothers,Sell,600000,0.6,12/20/12,0000741375,N-CSRS,08
Lehman Brothers,Sell,330000,0.6,12/20/12,0000741375,N-CSRS,08
Lehman Brothers,Buy,375000,0.2,12/20/11,0000741375,N-CSRS,08
Merrill Lynch,Buy,100000,1.5,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,140000,1.57,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,135000,1.6,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,200000,0.92,3/20/18,0000741375,N-CSRS,08
UBS,Buy,460000,0.3,3/20/13,0000741375,N-CSRS,08
UBS,Buy,130000,1.78,3/20/13,0000741375,N-CSRS,08
UBS,Buy,130000,1.73,3/20/18,0000741375,N-CSRS,08
UBS,Buy,310000,1.06,3/20/13,0000741375,N-CSRS,08
UBS,Buy,100000,1,3/20/13,0000741375,N-CSRS,08
UBS,Buy,155000,1.01,3/20/13,0000741375,N-CSRS,08
Merrill Lynch,Buy,40000,1.5,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,20000,1.6,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,40000,1.57,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,60000,0.92,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,135000,1.25,3/20/13,0000741375,N-CSRS,08
UBS,Buy,35000,1.73,3/20/18,0000741375,N-CSRS,08
UBS,Buy,35000,1.78,3/20/13,0000741375,N-CSRS,08
UBS,Buy,50000,1,3/20/13,0000741375,N-CSRS,08
UBS,Buy,25000,1.01,3/20/13,0000741375,N-CSRS,08
UBS,Buy,100000,1.06,3/20/13,0000741375,N-CSRS,08
"Tyco International Ltd., Zero Coupon, 11/17/20",Buy,4170000,0.43%,3/20/12,0000741375,N-CSRS,08
"Dow Jones CDX North America Investment Grade Index,
  Series 8",Sell,8000000,0.35,6/20/12,0000741375,N-CSRS,08
"Bank
  of America",Buy,275000,0.7,3/20/13,0000741375,N-CSRS,08
"Bank
  of America",Buy,180000,0.82,3/20/18,0000741375,N-CSRS,08
"Bank
  of America",Buy,300000,1.03,3/20/18,0000741375,N-CSRS,08
"Bank
  of America",Buy,90000,1.08,3/20/18,0000741375,N-CSRS,08
"Bank
  of America",Buy,270000,1.12,3/20/18,0000741375,N-CSRS,08
"Bank
  of America",Buy,220000,0.8,3/20/18,0000741375,N-CSRS,08
"Bank
  of America",Buy,380000,1.18,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,195000,0.82,3/20/18,0000741375,N-CSRS,08
Citigroup,Buy,340000,0.62,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,275000,0.72,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,1500000,0.43,3/20/12,0000741375,N-CSRS,08
"Credit
  Suisse",Buy,450000,1,3/20/15,0000741375,N-CSRS,08
"Credit
  Suisse",Buy,385000,1.06,3/20/13,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,355000,3.05,3/20/13,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,735000,0.59,3/20/13,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,780000,0.22,3/20/12,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,245000,0.47,3/20/18,0000741375,N-CSRS,08
"Goldman
  Sachs",Sell,390000,0.6,12/20/12,0000741375,N-CSRS,08
"Goldman
  Sachs",Sell,760000,0.8,12/20/17,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,200000,0.97,3/20/18,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,150000,0.33,3/20/13,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,510000,0.15,12/20/11,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,1050000,0.16,12/20/11,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,205000,3.33,3/20/13,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,265000,1.08,3/20/18,0000741375,N-CSRS,08
"Goldman
  Sachs",Buy,130000,1.24,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,165000,1.57,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,240000,0.7,3/20/13,0000741375,N-CSRS,08
Bank of America,Buy,170000,0.82,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,225000,1.03,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,90000,1.08,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,130000,1.12,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,180000,0.8,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,190000,1.18,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,165000,0.82,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,330000,1.57,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,440000,0.7,3/20/13,0000741375,N-CSRS,08
Bank of America,Buy,280000,0.82,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,500000,1.03,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,150000,1.08,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,430000,1.12,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,355000,0.8,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,610000,1.18,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,310000,0.82,3/20/18,0000741375,N-CSRS,08
Citigroup,Buy,545000,0.62,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,440000,0.72,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,1600000,0.43,3/20/12,0000741375,N-CSRS,08
Credit Suisse,Buy,715000,1,3/20/15,0000741375,N-CSRS,08
Goldman Sachs,Buy,560000,3.05,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,1175000,0.59,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,1300000,0.22,3/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,625000,0.6,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,1220000,0.8,12/20/17,0000741375,N-CSRS,08
Goldman Sachs,Buy,305000,0.97,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,245000,0.33,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,385000,0.47,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,850000,0.15,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,1750000,0.16,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,330000,3.33,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,420000,1.08,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,205000,1.24,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,700000,1.05,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,2600000,0.1,3/20/12,0000741375,N-CSRS,08
"Eli Lilly Co., 6.57%, 1/1/16",Buy,470000,0.33,3/20/13,0000741375,N-CSRS,08
"General Motors Acceptance Corp., 6.88%,
  8/28/12",Sell,1000000,4.15,12/20/10,0000741375,N-CSRS,08
"Eli Lilly Co., 6.57%, 1/1/16",Buy,2040000,0.3,3/20/13,0000741375,N-CSRS,08
Bank of America,Buy,50000,1.57,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,70000,0.7,3/20/13,0000741375,N-CSRS,08
Bank of America,Buy,45000,0.82,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,65000,1.03,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,25000,1.08,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,65000,1.12,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,55000,0.8,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,220000,1.19,3/20/12,0000741375,N-CSRS,08
Bank of America,Buy,75000,1.25,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,45000,0.82,3/20/18,0000741375,N-CSRS,08
Citigroup,Buy,85000,0.62,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,50000,0.72,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,225000,0.43,3/20/12,0000741375,N-CSRS,08
Citigroup,Buy,430000,0.43,3/20/12,0000741375,N-CSRS,08
Credit Suisse,Buy,110000,1,3/20/15,0000741375,N-CSRS,08
Goldman Sachs,Buy,40000,0.5,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,85000,3.05,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,2600000,0.12,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,1500000,0.8,3/20/11,0000741375,N-CSRS,08
JPMorgan Chase,Sell,2555000,0.6,12/20/12,0000741375,N-CSRS,08
JPMorgan Chase,Buy,195000,0.6,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,350000,1.07,3/20/18,0000741375,N-CSRS,08
JPMorgan Chase,Buy,350000,1.15,3/20/18,0000741375,N-CSRS,08
JPMorgan Chase,Buy,300000,0.58,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,410000,0.63,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,1500000,0.65,3/20/11,0000741375,N-CSRS,08
Lehman Brothers,Sell,1230000,0.6,12/20/12,0000741375,N-CSRS,08
Lehman Brothers,Sell,600000,0.6,12/20/12,0000741375,N-CSRS,08
Lehman Brothers,Buy,390000,0.45,3/20/18,0000741375,N-CSRS,08
Lehman Brothers,Buy,280000,0.46,3/20/18,0000741375,N-CSRS,08
Lehman Brothers,Buy,1300000,0.2,12/20/11,0000741375,N-CSRS,08
Merrill Lynch,Buy,330000,1.5,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,275000,1.57,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,225000,1.6,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,440000,0.92,3/20/18,0000741375,N-CSRS,08
UBS,Buy,965000,0.3,3/20/13,0000741375,N-CSRS,08
UBS,Buy,270000,1.73,3/20/18,0000741375,N-CSRS,08
UBS,Buy,270000,1.78,3/20/13,0000741375,N-CSRS,08
UBS,Buy,310000,1,3/20/13,0000741375,N-CSRS,08
UBS,Buy,270000,1.01,3/20/13,0000741375,N-CSRS,08
UBS,Buy,615000,1.06,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,55000,4.95,3/20/13,0000741375,N-CSRS,08
Lehman Brothers,Sell,185000,0.6,12/20/12,0000741375,N-CSRS,08
Lehman Brothers,Sell,85000,0.6,12/20/12,0000741375,N-CSRS,08
Lehman Brothers,Buy,1450000,0.75,12/20/11,0000741375,N-CSRS,08
Lehman Brothers,Buy,65000,0.45,3/20/18,0000741375,N-CSRS,08
Lehman Brothers,Buy,45000,0.46,3/20/18,0000741375,N-CSRS,08
Lehman Brothers,Buy,175000,0.2,12/20/11,0000741375,N-CSRS,08
Merrill Lynch,Buy,75000,1.5,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,45000,1.57,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,30000,1.6,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,80000,0.92,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,55000,5,3/20/13,0000741375,N-CSRS,08
UBS,Buy,100000,0.5,3/20/13,0000741375,N-CSRS,08
UBS,Buy,105000,0.6,3/20/18,0000741375,N-CSRS,08
UBS,Buy,85000,1.78,3/20/13,0000741375,N-CSRS,08
UBS,Buy,85000,1.73,3/20/18,0000741375,N-CSRS,08
UBS,Buy,40000,1,3/20/13,0000741375,N-CSRS,08
UBS,Buy,40000,1.01,3/20/13,0000741375,N-CSRS,08
UBS,Buy,95000,1.06,3/20/13,0000741375,N-CSRS,08
"Eli Lilly Co., 6.57%, 1/1/16",Buy,470000,0.33,3/20/13,0000741375,N-CSRS,08
"General Motors Acceptance Corp., 6.88%,
  8/28/12",Sell,1000000,4.15,12/20/10,0000741375,N-CSRS,08
"Eli Lilly Co., 6.57%, 1/1/16",Buy,2040000,0.3,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,2755000,0.62,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,2195000,0.72,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,8000000,0.43,03/20/12,0000741375,N-CSRS,08
Credit Suisse,Buy,3615000,1,3/20/15,0000741375,N-CSRS,08
Goldman Sachs,Buy,1065000,0.5,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,2840000,3.05,11/1/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,1680000,1.57,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,5960000,0.59,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,6650000,0.22,03/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,53000000,0.75,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Sell,3140000,0.6,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,6180000,0.8,12/20/17,0000741375,N-CSRS,08
Goldman Sachs,Sell,31245000,1.4,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,1600000,0.97,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,1195000,0.33,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,1700000,0.47,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,4240000,0.15,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,8800000,0.16,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,1660000,3.33,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,2095000,1.08,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,1015000,1.24,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,3050000,1.05,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,13200000,0.1,03/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,13000000,0.12,12/20/11,0000741375,N-CSRS,08
Goldman Sachs,Buy,7800000,0.8,03/20/11,0000741375,N-CSRS,08
JPMorgan Chase,Sell,13005000,0.6,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Buy,915000,2.32,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,1150000,2.37,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,1195000,1.05,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,1000000,0.8,3/20/11,0000741375,N-CSRS,08
JPMorgan Chase,Buy,240000,0.6,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,740000,2.3,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,460000,1.07,3/20/18,0000741375,N-CSRS,08
JPMorgan Chase,Buy,460000,1.15,3/20/18,0000741375,N-CSRS,08
JPMorgan Chase,Buy,380000,0.58,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,505000,0.63,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,1000000,0.65,3/20/11,0000741375,N-CSRS,08
JPMorgan Chase,Buy,415000,4.95,3/20/13,0000741375,N-CSRS,08
Lehman Brothers,Buy,1150000,0.18,7/25/45,0000741375,N-CSRS,08
Lehman Brothers,Buy,160000,1.04,3/20/18,0000741375,N-CSRS,08
Lehman Brothers,Buy,2140000,1.4,3/20/13,0000741375,N-CSRS,08
Lehman Brothers,Buy,1305000,0.64,3/20/13,0000741375,N-CSRS,08
Lehman Brothers,Sell,6138000,3.75,12/20/12,0000741375,N-CSRS,08
Lehman Brothers,Buy,475000,0.45,3/20/18,0000741375,N-CSRS,08
Lehman Brothers,Buy,340000,0.46,3/20/18,0000741375,N-CSRS,08
Lehman Brothers,Buy,830000,2.15,3/20/13,0000741375,N-CSRS,08
Merrill Lynch,Buy,840000,1.5,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,710000,1.57,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,465000,1.6,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Sell,2615000,1.4,12/20/12,0000741375,N-CSRS,08
Merrill Lynch,Buy,530000,0.92,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,1395000,1.25,3/20/13,0000741375,N-CSRS,08
Merrill Lynch,Buy,415000,5,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,55000,4.95,3/20/13,0000741375,N-CSRS,08
Lehman Brothers,Sell,185000,0.6,12/20/12,0000741375,N-CSRS,08
Lehman Brothers,Sell,85000,0.6,12/20/12,0000741375,N-CSRS,08
Lehman Brothers,Buy,1450000,0.75,12/20/11,0000741375,N-CSRS,08
Lehman Brothers,Buy,65000,0.45,3/20/18,0000741375,N-CSRS,08
Lehman Brothers,Buy,45000,0.46,3/20/18,0000741375,N-CSRS,08
Lehman Brothers,Buy,175000,0.2,12/20/11,0000741375,N-CSRS,08
Merrill Lynch,Buy,75000,1.5,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,45000,1.57,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,30000,1.6,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,80000,0.92,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,55000,5,3/20/13,0000741375,N-CSRS,08
UBS,Buy,100000,0.5,3/20/13,0000741375,N-CSRS,08
UBS,Buy,105000,0.6,3/20/18,0000741375,N-CSRS,08
UBS,Buy,85000,1.78,3/20/13,0000741375,N-CSRS,08
UBS,Buy,85000,1.73,3/20/18,0000741375,N-CSRS,08
UBS,Buy,40000,1,3/20/13,0000741375,N-CSRS,08
UBS,Buy,40000,1.01,3/20/13,0000741375,N-CSRS,08
UBS,Buy,95000,1.06,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,965000,0.6,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,1770000,1.07,3/20/18,0000741375,N-CSRS,08
JPMorgan Chase,Buy,1770000,1.15,3/20/18,0000741375,N-CSRS,08
JPMorgan Chase,Buy,1500000,0.58,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,2075000,0.63,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,1745000,4.95,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,5390000,0.65,03/20/11,0000741375,N-CSRS,08
Lehman Brothers,Sell,9285000,0.6,12/20/12,0000741375,N-CSRS,08
Lehman Brothers,Buy,1955000,0.45,3/20/18,0000741375,N-CSRS,08
Lehman Brothers,Buy,1400000,0.46,3/20/18,0000741375,N-CSRS,08
Lehman Brothers,Buy,6500000,0.2,12/20/11,0000741375,N-CSRS,08
Merrill Lynch,Buy,2465000,1.5,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,1390000,1.57,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,920000,1.6,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,2215000,0.92,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,1745000,5,3/20/13,0000741375,N-CSRS,08
UBS,Buy,3330000,0.5,3/20/13,0000741375,N-CSRS,08
UBS,Buy,3495000,0.6,3/20/18,0000741375,N-CSRS,08
UBS,Buy,4880000,0.3,3/20/13,0000741375,N-CSRS,08
UBS,Buy,2740000,1.73,3/20/18,0000741375,N-CSRS,08
UBS,Buy,2740000,1.78,3/20/13,0000741375,N-CSRS,08
UBS,Buy,2120000,1,3/20/13,0000741375,N-CSRS,08
UBS,Buy,1065000,1.01,3/20/13,0000741375,N-CSRS,08
UBS,Buy,3110000,1.06,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,915000,2.32,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,1150000,2.37,3/20/18,0000741375,N-CSRS,08
Goldman Sachs,Buy,1195000,1.05,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,1000000,0.8,3/20/11,0000741375,N-CSRS,08
JPMorgan Chase,Buy,240000,0.6,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,740000,2.3,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,460000,1.07,3/20/18,0000741375,N-CSRS,08
JPMorgan Chase,Buy,460000,1.15,3/20/18,0000741375,N-CSRS,08
JPMorgan Chase,Buy,380000,0.58,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,505000,0.63,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,1000000,0.65,3/20/11,0000741375,N-CSRS,08
JPMorgan Chase,Buy,415000,4.95,3/20/13,0000741375,N-CSRS,08
Lehman Brothers,Buy,1150000,0.18,7/25/45,0000741375,N-CSRS,08
Lehman Brothers,Buy,160000,1.04,3/20/18,0000741375,N-CSRS,08
Lehman Brothers,Buy,2140000,1.4,3/20/13,0000741375,N-CSRS,08
Lehman Brothers,Buy,1305000,0.64,3/20/13,0000741375,N-CSRS,08
Lehman Brothers,Sell,6138000,3.75,12/20/12,0000741375,N-CSRS,08
Lehman Brothers,Buy,475000,0.45,3/20/18,0000741375,N-CSRS,08
Lehman Brothers,Buy,340000,0.46,3/20/18,0000741375,N-CSRS,08
Lehman Brothers,Buy,830000,2.15,3/20/13,0000741375,N-CSRS,08
Merrill Lynch,Buy,840000,1.5,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,710000,1.57,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,465000,1.6,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Sell,2615000,1.4,12/20/12,0000741375,N-CSRS,08
Merrill Lynch,Buy,530000,0.92,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,1395000,1.25,3/20/13,0000741375,N-CSRS,08
Merrill Lynch,Buy,415000,5,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,965000,0.6,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,1770000,1.07,3/20/18,0000741375,N-CSRS,08
JPMorgan Chase,Buy,1770000,1.15,3/20/18,0000741375,N-CSRS,08
JPMorgan Chase,Buy,1500000,0.58,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,2075000,0.63,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,1745000,4.95,3/20/13,0000741375,N-CSRS,08
JPMorgan Chase,Buy,5390000,0.65,03/20/11,0000741375,N-CSRS,08
Lehman Brothers,Sell,9285000,0.6,12/20/12,0000741375,N-CSRS,08
Lehman Brothers,Buy,1955000,0.45,3/20/18,0000741375,N-CSRS,08
Lehman Brothers,Buy,1400000,0.46,3/20/18,0000741375,N-CSRS,08
Lehman Brothers,Buy,6500000,0.2,12/20/11,0000741375,N-CSRS,08
Merrill Lynch,Buy,2465000,1.5,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,1390000,1.57,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,920000,1.6,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,2215000,0.92,3/20/18,0000741375,N-CSRS,08
Merrill Lynch,Buy,1745000,5,3/20/13,0000741375,N-CSRS,08
UBS,Buy,3330000,0.5,3/20/13,0000741375,N-CSRS,08
UBS,Buy,3495000,0.6,3/20/18,0000741375,N-CSRS,08
UBS,Buy,4880000,0.3,3/20/13,0000741375,N-CSRS,08
UBS,Buy,2740000,1.73,3/20/18,0000741375,N-CSRS,08
UBS,Buy,2740000,1.78,3/20/13,0000741375,N-CSRS,08
UBS,Buy,2120000,1,3/20/13,0000741375,N-CSRS,08
UBS,Buy,1065000,1.01,3/20/13,0000741375,N-CSRS,08
UBS,Buy,3110000,1.06,3/20/13,0000741375,N-CSRS,08
Bank of America,Buy,2215000,0.7,3/20/13,0000741375,N-CSRS,08
Bank of America,Buy,1425000,0.82,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,2200000,1.03,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,700000,1.08,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,2200000,1.12,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,1785000,0.8,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,7950000,1.19,03/20/12,0000741375,N-CSRS,08
Bank of America,Buy,2475000,1.25,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,1560000,0.82,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,330000,1.57,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,440000,0.7,3/20/13,0000741375,N-CSRS,08
Bank of America,Buy,280000,0.82,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,500000,1.03,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,150000,1.08,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,430000,1.12,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,355000,0.8,3/20/18,0000741375,N-CSRS,08
Bank of America,Buy,610000,1.18,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,310000,0.82,3/20/18,0000741375,N-CSRS,08
Citigroup,Buy,545000,0.62,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,440000,0.72,3/20/13,0000741375,N-CSRS,08
Citigroup,Buy,1600000,0.43,3/20/12,0000741375,N-CSRS,08
Credit Suisse,Buy,715000,1,3/20/15,0000741375,N-CSRS,08
Goldman Sachs,Buy,560000,3.05,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,1175000,0.59,3/20/13,0000741375,N-CSRS,08
Goldman Sachs,Buy,1300000,0.22,3/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,625000,0.6,12/20/12,0000741375,N-CSRS,08
Goldman Sachs,Sell,1220000,0.8,12/20/17,0000741375,N-CSRS,08
