CIK,Reporting Type,Reporting Year,Counterparty,Notional Amount,Reference Entity/Obligation,Expiration Date,Appreciation/Depreciation,Upfront Payments Paid/Received,Buy/Sell Protection,Description,Fixed Rate
0001018973,N-CSR,15,Goldman Sachs,"1,300,000",Commonwealth ofPuerto Rico,12/20/19,"1,114",NaN,NaN,NaN,
0001018973,N-CSR,15,Citibank N.A.,"3,030,000",Commonwealth ofPuerto Rico,12/20/19,"3,299",NaN,NaN,NaN,
0001018973,N-CSR,15,Goldman Sachs,"4,180,000",Commonwealth ofPuerto Rico,12/20/19,"2,764",NaN,NaN,NaN,
0001059386,N-CSR,09,      Goldman Sachs International  ,"     3,000 000","     Boston     Generating, LLC ",     06/20/09 ,NaN,NaN,Sale,NaN,
0001059386,N-CSR,09,      Goldman Sachs International  ,"     1,500 000","     K. Hovnanian     Enterprises, Inc. ",     06/20/09 ,NaN,NaN,Sale,NaN,
0001059386,N-CSR,09,      Goldman Sachs International  ,"     1,500 000","     K. Hovnanian     Enterprises, Inc. ",     06/20/12 ,NaN,NaN,Buy,NaN,
0001059386,N-CSR,09,      Goldman Sachs International  ,"     5,000 000",     Texas Competitive     Electric Holdings     Company LLC ,     06/20/10 ,NaN,NaN,Buy,NaN,
0000885709,N-Q,13,Barclays,"  13,700",Republic of South,Dec-17,NaN,NaN,Buy,NaN,
0000885709,N-Q,13,Barclays,"8,900",Republic of South,Dec-17,NaN,NaN,Buy,NaN,
0000012601,N-Q,14,Barclays Bank PLC,3000,CDX.EM.20,12/20/2018,(18,(245,NaN,NaN,
0000012601,N-Q,14,Barclays Bank PLC,250,CDX.NA.HY.20,06/20/2018,(11,(11,NaN,NaN,
0000012601,N-Q,14,CDX.NA.HY.20,(614,(5.00,7000,,,NaN,NaN,
0000887589,N-CSRS,09,6.0, 03/20/14,NaN, Republic of Indonesia,,,NaN,NaN,
0000887589,N-CSRS,09,5.7, 03/20/14,NaN, Republic of Indonesia,,,NaN,NaN,
0001301708,N-CSR,16,JPMorgan Chase,"3,002,920",NaN,6/20/21,"10,295","86,362",NaN,NaN,
0001301708,N-CSR,16,JPMorgan Chase,"15,562,152",NaN,6/20/21,"(6,563","170,550",NaN,NaN,
0001301708,N-CSR,16,JPMorgan Chase,"5,442,778",NaN,6/20/21,"(179,602","523,309",Buy,NaN,
0001301708,N-CSR,16,JPMorgan Chase,"3,380,000",NaN,6/20/21,"(23,174","51,306",Buy,NaN,
0000045156,N-CSRS,12,Goldman Sachs International,4500,Goldman Sachs International,09/20/16,NaN,NaN,Buy,NaN,
0000045156,N-CSRS,12,Goldman Sachs International,50000,Goldman Sachs International,9/20/15,NaN,NaN,Buy,NaN,
0000045156,N-CSRS,12,Goldman Sachs International,25000,Goldman Sachs International,12/20/16,NaN,NaN,Buy,NaN,
0000045156,N-CSRS,12,Barclays Bank plc,24000,Barclays Bank plc,12/20/15,NaN,NaN,Buy,NaN,
0000045156,N-CSRS,12,Goldman Sachs International,4500,Goldman Sachs International,09/20/16,NaN,NaN,Buy,NaN,
0000045156,N-CSRS,12,Goldman Sachs International,50000,Goldman Sachs International,9/20/15,NaN,NaN,Buy,NaN,
0000045156,N-CSRS,12,Goldman Sachs International,25000,Goldman Sachs International,12/20/16,NaN,NaN,Buy,NaN,
0000045156,N-CSRS,12,Barclays Bank plc,24000,Barclays Bank plc,12/20/15,NaN,NaN,Buy,NaN,
0000897996,N-CSRS,08,Citigroup  Global Markets Limited ,"USD    8,100,000 ",NaN,01/20/13 ,NaN,(1),Buy,NaN,
0000897996,N-CSRS,08,Credit Suisse International,"USD    1,500,000",NaN,12/20/11,NaN,"$1,500,000",Buy,NaN,
0000897996,N-CSRS,08,Deutsche Bank AG ,"USD    6,600,000 ",NaN,11/20/12 ,NaN,  ,Buy,NaN,
0000897996,N-CSRS,08,Goldman Sachs International ,"USD    1,850,000 ",NaN,09/20/08 ,NaN,  ,Buy,NaN,
0000897996,N-CSRS,08,Merrill Lynch International ,"USD    3,000,000 ",NaN,03/20/09 ,NaN,  ,Buy,NaN,
0000897996,N-CSRS,08,Merrill Lynch International ,"USD    3,050,000 ",NaN,05/20/13 ,NaN,0.9600 ,Buy,NaN,
0000897996,N-CSRS,08,Merrill Lynch International ,"USD    3,050,000 ",NaN,05/20/13 ,NaN,  ,Buy,NaN,
0000897996,N-CSRS,08,Merrill Lynch International ,"USD    3,100,000 ",NaN,06/20/13 ,NaN,2.6500 ,Buy,NaN,
0000944684,N-CSRS,07,"Deutsche Bank AG(Upfront payments made by the Fund of $356,346)",3000000,NaN,07/25/45,NaN,2.67,Buy,NaN,
0001066602,N-Q,07,"Bear Stearns Credit Products, Inc.",1900000,"Idearc, Inc., 8.000%, due 11/15/16",12/20/11,NaN,NaN,Buy,NaN,
0001066602,N-Q,07,Merrill Lynch International,1900000,"Idearc, Inc., 8.000%, due 11/15/16",12/20/11,NaN,NaN,NaN,NaN,
0001066602,N-Q,07,"Citibank N.A., New York",1900000,"R.H. Donnelley Corp., 8.875%, due 01/15/16",12/20/11,NaN,NaN,NaN,NaN,
0001066602,N-Q,07,Goldman Sachs International,1900000,"R.H. Donnelley Corp., 8.875%, due 01/15/16",12/20/11,NaN,NaN,NaN,NaN,
0001066602,N-Q,07,"Citibank N.A., New York",1250000,"United States Steel Corp., 9.750%, due 05/15/10",12/20/16,NaN,NaN,NaN,NaN,
0000834126,N-CSR,07,Morgan Stanley CapitalServices(1),830000,NaN,12/20/2009,NaN,NaN,NaN,NaN,
0000834126,N-CSR,07,JPMorgan Chase Bank(1),"1,000000",NaN,06/20/2012,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Credit Suisse International,2000000,"Abitibi-Consolidated 8.375%, 04/01/15",03/20/08,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Barclays Bank PLC,500000,"Allied Waste N.A. 7.375%, 04/15/14",06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Morgan Stanley Capital Services Inc.,1500000,"Allied Waste N.A. 7.375%, 04/15/14",06/20/10,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Morgan Stanley Capital Services Inc.,1000000,"Allied Waste N.A. 7.375%, 04/15/14",06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Morgan Stanley Capital Services Inc.,150000,"Aramark Corp. 8.500%, 02/01/15",09/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Barclays Bank PLC,4650000,CDX.NA.HY.8 Index (25-35% Tranche),06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,"Citibank N.A., New York",900000,CDX.NA.HY.8 Index (25-35% Tranche),06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,"Citibank N.A., New York",200000,CDX.NA.HY.8 Index (25-35% Tranche),06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Deutsche Bank AG,2000000,CDX.NA.HY.8 Index (25-35% Tranche),06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Merrill Lynch International,400000,CDX.NA.HY.8 Index (25-35% Tranche),06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Merrill Lynch International,750000,CDX.NA.HY.8 Index (25-35% Tranche),06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Merrill Lynch International,750000,CDX.NA.HY.8 Index (25-35% Tranche),06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Merrill Lynch International,5000000,CDX.NA.HY.8 Index (25-35% Tranche),06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Morgan Stanley Capital Services Inc.,1400000,CDX.NA.HY.8 Index (25-35% Tranche),06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Lehman Brothers Special Financing Inc.,500000,"Celestica Inc. 7.625%, 07/01/13",09/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,"Citibank N.A., New York",500000,"Chesapeake Energy Corp. 6.875%, 01/15/16",06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Lehman Brothers Special Financing Inc.,1000000,"Chesapeake Energy Corp. 6.875%, 01/15/16",06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Lehman Brothers Special Financing Inc.,1000000,"Chesapeake Energy Corp. 6.875%, 01/15/16",06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Morgan Stanley Capital Services Inc.,1500000,"Chesapeake Energy Corp. 6.875%, 01/15/16",06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Barclays Bank PLC,1300000,"Community Health Systems Inc. 8.875%, 07/15/15",09/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Lehman Brothers Special Financing Inc.,2000000,"CSC Holdings Inc. 7.625%, 07/15/18",09/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Lehman Brothers Special Financing Inc.,4625000,Dow Jones CDX NA.HY.7 Index,12/20/11,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,"Citibank N.A., New York",150000,"Dynergy Holdings Inc. 6.875%, 04/01/11",09/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Barclays Bank PLC,4000000,"Federative Republic of Brazil 12.250%, 03/06/30",02/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Credit Suisse International,4000000,"Ford Motor Credit Co. 7.000%, 10/01/13",12/20/08,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,"Citibank N.A., New York",500000,"Forest Oil Corp. 7.750%, 05/01/14",09/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Credit Suisse International,1000000,"Forest Oil Corp. 7.750%, 05/01/14",06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Goldman Sachs International,500000,"Forest Oil Corp. 7.750%, 05/01/14",06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Lehman Brothers Special Financing Inc.,300000,"Forest Oil Corp. 7.750%, 05/01/14",06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,"Citibank N.A., New York",500000,"Freescale Semiconductor, Inc. 8.875%, 12/15/14",06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Goldman Sachs International,3000000,"Freescale Semiconductor, Inc. 8.875%, 12/15/14",06/20/10,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Goldman Sachs International,3000000,"Freescale Semiconductor, Inc. 8.875%, 12/15/14",06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,"JPMorgan Chase Bank, N.A.",3000000,Gazprom Multiple Obligations,02/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Morgan Stanley Capital Services Inc.,3000000,Gazprom Multiple Obligations,04/20/11,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,"Citibank N.A., New York",4000000,"General Motors 7.125%, 7/15/13",09/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,"Citibank N.A., New York",1500000,"Georgia-Pacific Corp. 8.125%, 05/15/11",06/20/10,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,"Citibank N.A., New York",1000000,"Georgia-Pacific Corp. 8.125%, 05/15/11",06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Merrill Lynch International,500000,"Georgia-Pacific Corp. 8.125%, 05/15/11",06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,"Citibank N.A., New York",3000000,"GMAC LLC 6.875%, 08/28/12",06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Deutsche Bank AG,5000000,"GMAC LLC 6.875%, 08/28/12",03/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Deutsche Bank AG,500000,"GMAC LLC 6.875%, 08/28/12",09/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Goldman Sachs International,2800000,"GMAC LLC 6.875%, 08/28/12",09/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,"HSBC Bank USA, N.A.",2000000,"Naftogaz of Ukraine 8.125%, 09/30/09",04/20/08,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,"Citibank N.A., New York",1500000,"Nortel Networks 4.250%, 09/01/08",06/20/11,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,"Citibank N.A., New York",1000000,"Nortel Networks 4.250%, 09/01/08",06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,"Citibank N.A., New York",1100000,"Nortel Networks 4.250%, 09/01/08",09/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Lehman Brothers Special Financing Inc.,1500000,"Nortel Networks 4.250%, 09/01/08",06/20/10,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Morgan Stanley Capital Services Inc.,1100000,"Nortel Networks 4.250%, 09/01/08",09/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Lehman Brothers Special Financing Inc.,2600000,"NRG Energy Inc. 7.250%, 02/01/14",03/20/08,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,"Barclays Bank PLC, London",2000000,OJSC Russian Agricultural Bank Multiple Obligations,02/20/09,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,"Barclays Bank PLC, London",1500000,OJSC Russian Agricultural Bank Multiple Obligations,03/20/09,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Credit Suisse International,500000,"Pride International Inc. 7.375%, 07/15/14",09/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Lehman Brothers Special Financing Inc.,500000,"Pride International Inc. 7.375%, 07/15/14",06/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Morgan Stanley Capital Services Inc.,900000,"Pride International Inc. 7.375%, 07/15/14",09/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Morgan Stanley Capital Services Inc.,200000,"Russian Federation 5.000% Step, 03/31/30",06/20/08,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Credit Suisse International,350000,"Sanmina-Sci Corp. 8.125%, 03/01/16",09/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,"Citibank N.A., New York",1500000,"Sungard Data Systems Inc. 9.125%, 08/15/13",09/20/12,NaN,NaN,Sell,NaN,
0000837276,N-Q,07,The Royal Bank of Scotland PLC,2000000,"The Republic of Indonesia 6.750%, 03/10/14",03/20/12,NaN,NaN,NaN,NaN,
0000837276,N-Q,07,Morgan Stanley Capital Services   Inc.,10000000,CDX.NA.IG.9 Index,12/20/12,NaN,NaN,(10),NaN,
0001160990,N-CSR,11, MetLife ," $6,200 000", MetLife , 9/20/15 ," $381,961 ", 1.00% ,(10),NaN,
0001160990,N-CSR,11, Gazprom ," 1,250 000", Gazprom , 12/20/17 ,, 1.90% ,(10),NaN,
0001160990,N-CSR,11, VTB Capital ," 1,250 000", VTB Capital , 12/20/17 ,, 2.34% ,(10),NaN,
0001160990,N-CSR,11, Majapahit Holding ," 3,000 000", Majapahit Holding , 12/20/17 ,, 2.65% ,(10),NaN,
0001160990,N-CSR,11, Republic of Indonesia ," 3,000 000", Republic of Indonesia , 12/20/17 ,, 2.14% ,(10),NaN,
0001160990,N-CSR,11, SLM ," 4,150 000", SLM , 12/20/13 ," 55,507 ", 5.00% ,(10),NaN,
0001160990,N-CSR,11, TNK ," 1,500 000", TNK , 12/20/17 ,, 3.15% ,(10),NaN,
0001160990,N-CSR,11, ING Bank ,"  5,000 000", ING Bank , 6/20/11 ,, 1.40% ,(10),NaN,
0001160990,N-CSR,11, SLM , $900 000, SLM , 12/20/13 ," 215,835 ", 5.00% ,(10),NaN,
0001160990,N-CSR,11, Dow Jones CDX HY-9   5-Year Index 35-100% ," 9,627 000", Dow Jones CDX HY-9   5-Year Index 35-100% , 12/20/12 ,, 1.44% ,(10),NaN,
0001160990,N-CSR,11, SLM ," 4,150 000", SLM , 12/20/13 ," 922,613 ", 5.00% ,NaN,NaN,
0000882381,N-CSR,07,Goldman Sachs InternationalDJ     CDX NA HVOL,"$4,600000",Goldman Sachs InternationalDJ     CDX NA HVOL,"December 20, 2011","$13,209",NaN,NaN,NaN,
0000882381,N-CSR,07,Goldman Sachs InternationalChubb     Corp.,"1,150000",Goldman Sachs InternationalChubb     Corp.,"March 20, 2012",581,NaN,NaN,NaN,
0000882381,N-CSR,07,Goldman Sachs InternationalDell     Inc.,575000,Goldman Sachs InternationalDell     Inc.,"March 20, 2011",(221,NaN,NaN,NaN,
0000882381,N-CSR,07,Goldman Sachs InternationalGap     Inc.,700000,Goldman Sachs InternationalGap     Inc.,"March 20, 2012","(7,524",NaN,NaN,NaN,
0000882381,N-CSR,07,Goldman Sachs     InternationalHartford Life Inc.,"1,200000",Goldman Sachs     InternationalHartford Life Inc.,"December 20, 2011",(793,NaN,NaN,NaN,
0000882381,N-CSR,07,"Goldman Sachs     InternationalMotorola, Inc.",390000,"Goldman Sachs     InternationalMotorola, Inc.","December 20, 2011","3,087",NaN,NaN,NaN,
0000882381,N-CSR,07,"Goldman Sachs     InternationalMotorola, Inc.",800000,"Goldman Sachs     InternationalMotorola, Inc.","December 20, 2011","6,100",NaN,NaN,NaN,
0000882381,N-CSR,07,Goldman Sachs     InternationalSouthwest Airlines Co.,"1,000000",Goldman Sachs     InternationalSouthwest Airlines Co.,"December 20, 2011","6,206",NaN,NaN,NaN,
0000882381,N-CSR,07,Goldman Sachs InternationalTyco     International,"2,060000",Goldman Sachs InternationalTyco     International,"March 20, 2012","12,321",NaN,NaN,NaN,
0000882381,N-CSR,07,Goldman Sachs InternationalUnion     Pacific Corporation,600000,Goldman Sachs InternationalUnion     Pacific Corporation,"December 20, 2011","2,777",NaN,NaN,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 7,000,000 ",NaN, 2/5/2010 ," 872,769 ", 4.85% ,Sell ,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 20,000,000 ",NaN, 2/20/2010 ," $   385,461 ", 3.70% ,Sell ,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 10,000,000 ",NaN, 2/20/2010 ," 143,332 ", 3.57% ,Sell ,NaN,
0000772129,N-CSRS,05," Morgan   Stanley Capital Services, Inc. "," 12,000,000 ",NaN, 2/20/2010 ," 199,358 ", 3.63% ,Buy ,NaN,
0000772129,N-CSRS,05, UBS   AG ," 10,000,000 ",NaN, 2/20/2010 ," 162,332 ", 3.62% ,Buy ,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 12,000,000 ",NaN, 3/5/2010 ," 3,605,205 ", 9.10% ,NaN,NaN,
0000772129,N-CSRS,05," Morgan   Stanley Capital Services, Inc. "," 18,000,000 ",NaN, 3/20/2010 ," 70,810 ", 0.75% ,NaN,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 3,000,000 ",NaN, 3/29/2010 ," 555,435 ", 4.70% ,NaN,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 85,000,000 ",NaN, 6/20/2010 ," (1,504,500 ", 2.10% ,NaN,NaN,
0000772129,N-CSRS,05, Lehman   Brothers ," 36,000,000 ",NaN, 6/20/2010 ," (637,200 ", 2.10% ,NaN,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 12,000,000 ",NaN, 6/20/2010 ," (257,398 ", 3.87% ,Buy ,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 12,000,000 ",NaN, 6/20/2010 ," (191,268 ", 4.00% ,Sell ,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 10,000,000 ",NaN, 7/20/2010 ," (96,151 ", 3.77% ,Buy ,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 6,000,000 ",NaN, 7/20/2010 ," (61,427 ", 3.80% ,Sell ,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 15,000,000 ",NaN, 11/20/2008 ," $ 1,684,502 ", 5.80% ,Sell ,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 10,000,000 ",NaN, 11/20/2008 ," 1,091,231 ", 5.70% ,NaN,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 9,000,000 ",NaN, 11/20/2008 ," 945,709 ", 4.77% ,NaN,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 20,000,000 ",NaN, 12/20/2008 ," 2,250,996 ", 5.95% ,NaN,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 14,000,000 ",NaN, 12/20/2008 ," (240,094 ", 0.79% ,NaN,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 5,000,000 ",NaN, 3/20/2009 ," 338,899 ", 2.85% ,NaN,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 10,000,000 ",NaN, 3/20/2009 ," 422,721 ", 4.30% ,Buy ,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 10,000,000 ",NaN, 4/17/2009 ," 1,068,683 ", 3.90% ,Buy ,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 5,000,000 ",NaN, 5/20/2009 ," 615,737 ", 4.40% ,Sell ,NaN,
0000772129,N-CSRS,05, UBS   AG ," 25,000,000 ",NaN, 5/21/2009 ," 3,162,060 ", 4.50% ,Sell ,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 25,000,000 ",NaN, 6/20/2009 ," 4,710,373 ", 8.01% ,Sell ,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 7,000,000 ",NaN, 8/5/2009 ," 820,819 ", 4.85% ,Buy ,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 10,000,000 ",NaN, 11/20/2009 ," (103,739 ", 0.90% ,Buy ,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 10,000,000 ",NaN, 11/20/2009 ," (95,533 ", 0.88% ,NaN,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 25,000,000 ",NaN, 12/29/2009 ," 133,013 ", 2.25% ,NaN,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 5,000,000 ",NaN, 10/23/2007 ," $   (45,315 ", 0.48% ,NaN,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 5,000,000 ",NaN, 10/30/2007 ," (41,065 ", 0.44% ,NaN,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 10,000,000 ",NaN, 11/4/2007 ," 377,031 ", 1.68% ,NaN,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 10,000,000 ",NaN, 11/4/2007 ," (192,152 ", 1.21% ,NaN,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 10,000,000 ",NaN, 11/23/2007 ," (183,064 ", 1.15% ,NaN,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 15,000,000 ",NaN, 11/27/2007 ," (258,588 ", 1.10% ,NaN,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 30,000,000 ",NaN, 12/23/2007 ," (1,116,661 ", 2.35% ,Sell,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 50,000,000 ",NaN, 5/4/2008 ," (700,217 ", 1.80% ,Sell,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 5,000,000 ",NaN, 5/7/2008 ," 1,078,292 ", 9.65% ,NaN,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 5,000,000 ",NaN, 5/30/2008 ," 991,432 ", 8.65% ,NaN,NaN,
0000772129,N-CSRS,05, Bear   Stearns International Limited ," 5,000,000 ",NaN, 8/6/2008 ," 123,100 ", 1.10% ,Buy,NaN,
0000772129,N-CSRS,05, UBS   AG ," 2,000,000 ",NaN, 9/20/2008 ," 431,554 ", 9.20% ,Buy,NaN,
0000772129,N-CSRS,05," Morgan   Stanley Capital Services, Inc. "," 10,000,000 ",NaN, 9/20/2008 ," 1,249,022 ", 5.15% ,Buy,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 4,000,000 ",NaN, 10/20/2008 ," 687,744 ", 8.50% ,Buy,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 10,000,000 ",NaN, 6/6/2013 ," 3,071,347 ", 9.40% ,Buy,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 20,000,000 ",NaN, 6/12/2013 ," 5,747,739 ", 9.08% ,Buy,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 10,000,000 ",NaN, 12/20/2013 ," $ 663,388 ", 10.50% ,Buy,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 10,000,000 ",NaN, 12/24/2013 ," 383,569 ", 3.80% ,Buy,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 10,000,000 ",NaN, 1/20/2014 ," 63,853 ", 4.28% ,Buy,NaN,
0000772129,N-CSRS,05, Citibank   N.A. ," 10,000,000 ",NaN, 1/20/2014 ," 1,008,525 ", 4.94% ,Buy,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 10,000,000 ",NaN, 1/20/2014 ," 398,596 ", 1.77% ,Buy,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 15,000,000 ",NaN, 3/20/2014 ," 312,403 ", 4.30% ,Buy,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 5,000,000 ",NaN, 3/20/2014 ," 110,311 ", 4.32% ,Buy,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 5,000,000 ",NaN, 3/20/2014 ," 572,355 ", 4.90% ,Buy,NaN,
0000772129,N-CSRS,05, Lehman   Brothers ," 20,000,000 ",NaN, 4/20/2014 ," 606,858 ", 1.58% ,Buy,NaN,
0000772129,N-CSRS,05, Goldman   Sachs ," 20,000,000 ",NaN, 4/20/2014 ," 621,222 ", 1.59% ,Buy,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 10,000,000 ",NaN, 5/14/2014 ," 2,218,010 ", 6.64% ,Buy,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 5,000,000 ",NaN, 5/19/2014 ," 1,036,510 ", 6.42% ,Buy,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 7,000,000 ",NaN, 5/20/2014 ," 1,374,095 ", 6.25% ,NaN,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 10,000,000 ",NaN, 5/20/2014 ," 659,694 ", 2.10% ,NaN,NaN,
0000772129,N-CSRS,05, UBS   AG ," 10,000,000 ",NaN, 5/20/2014 ," 659,694 ", 2.10% ,NaN,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 5,000,000 ",NaN, 5/20/2014 ," $  304,847 ", 2.03% ,NaN,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 10,000,000 ",NaN, 5/20/2014 ," 659,694 ", 2.10% ,NaN,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 15,000,000 ",NaN, 6/7/2014 ," 1,374,907 ", 3.10% ,NaN,NaN,
0000772129,N-CSRS,05, Deutsche   Bank AG ," 10,000,000 ",NaN, 6/16/2014 ," 1,900,841 ", 6.22% ,NaN,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 10,000,000 ",NaN, 6/20/2014 ," 642,023 ", 2.10% ,NaN,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 10,000,000 ",NaN, 6/20/2014 ," 642,023 ", 2.10% ,NaN,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 10,000,000 ",NaN, 6/20/2014 ," 677,545 ", 2.15% ,NaN,NaN,
0000772129,N-CSRS,05, JP   Morgan Chase Bank ," 10,000,000 ",NaN, 7/20/2014 ," 554,303 ", 2.00% ,NaN,NaN,
